,count,mean,std,min,25%,50%,75%,max,miss
HeartRate,23624.0,109.65636640704369,30.735489180374508,66.0,85.0,111.0,124.0,202.0,0.0
Hand_Temperature,23624.0,33.17325071960718,1.6103931345652922,30.5625,31.0,34.0625,34.5625,34.8125,0.0
Hand_3Dacceleration16_X,23624.0,-5.278108962546061,6.7018755317121,-75.8781,-9.242315,-5.56793,-1.8488250000000002,20.5962,0.0
Hand_3Dacceleration16_Y,23624.0,-4.312092985990718,7.111050986422246,-82.5509,-6.911645,-2.6850050000000003,-0.94185925,52.9636,0.0
Hand_3Dacceleration16_Z,23624.0,3.3700644653162177,3.645413540847172,-30.2403,0.9050465,3.037115,6.57596,28.9874,0.0
Hand_3Dgyroscop_X,23624.0,-0.09156024808469784,1.4099945138705516,-16.1976,-0.40077925000000003,-0.0132528,0.31520975,13.6695,0.0
Hand_3Dgyroscop_Y,23624.0,0.0888763569869196,0.9681696436427555,-7.003589999999999,-0.20468075,0.003931755,0.2705455,8.65382,0.0
Hand_3Dgyroscop_Z,23624.0,-0.04070900363417063,1.7109953077077265,-12.1952,-0.37025725,-0.006237645,0.36820600000000003,11.1257,0.0
Hand_3Dmagnetometer_X,23624.0,22.106073207184632,26.45228504054211,-47.2735,7.284482500000002,27.866799999999998,43.182775,86.46600000000002,0.0
Hand_3Dmagnetometer_Y,23624.0,9.977849926452611,20.358448632407807,-88.6983,-6.9306725,11.50845,24.9456,97.7063,0.0
Hand_3Dmagnetometer_Z,23624.0,-24.12622803769298,16.216429358852682,-82.1278,-35.35445,-23.583350000000003,-14.8214,69.1867,0.0
Chest_Temperature,23624.0,36.71711765577379,1.5673750771819281,33.75,35.5625,37.5625,37.875,38.25,0.0
Chest_3Dacceleration16_X,23624.0,0.5242838567977464,1.7619555374181246,-17.3512,-0.28687650000000003,0.4360845,1.1475499999999998,22.1387,0.0
Chest_3Dacceleration16_Y,23624.0,8.468453195151154,5.972691364506073,-38.1657,6.350875,9.50881,9.855815,125.735,0.0
Chest_3Dacceleration16_Z,23624.0,-0.7290822549481522,4.583433009736363,-44.6283,-2.97653,-0.3013255,0.70556,31.3956,0.0
Chest_3Dgyroscop_X,23624.0,0.004272533652673982,0.4484477640422261,-9.34351,-0.095600425,0.0028179950000000002,0.10199575000000001,10.5061,0.0
Chest_3Dgyroscop_Y,23624.0,0.017248026938104455,0.5508570717568498,-3.5596300000000003,-0.117801,0.004742425,0.17018899999999998,3.5501099999999997,0.0
Chest_3Dgyroscop_Z,23624.0,-0.022299047909131387,0.3143864216315833,-2.1723,-0.12073025,-0.016654299999999997,0.075252175,1.8651200000000001,0.0
Chest_3Dmagnetometer_X,23624.0,4.135114074591904,15.72244955435282,-44.1703,-6.620757499999999,3.13269,13.812475000000001,54.5534,0.0
Chest_3Dmagnetometer_Y,23624.0,-30.549739252476392,16.77534704646189,-69.8563,-39.73035,-36.57465,-25.567474999999998,23.6654,0.0
Chest_3Dmagnetometer_Z,23624.0,3.524766119849719,18.674306511431713,-36.5124,-9.437080000000002,0.3867515,16.731199999999998,61.3037,0.0
Ankle_Temperature,23624.0,33.35927182102946,1.1252706352476118,31.625,31.9375,33.75,34.375,34.8125,0.0
Ankle_3Dacceleration16_X,23624.0,9.273914623264762,8.242618468379453,-76.7222,7.277825,9.263304999999999,10.2346,155.655,0.0
Ankle_3Dacceleration16_Y,23624.0,-0.5911035981306383,8.018527838646413,-155.513,-1.9835349999999998,0.011777699999999999,2.6202799999999997,154.96,0.0
Ankle_3Dacceleration16_Z,23624.0,-3.408821797996992,4.5516397227123235,-134.684,-4.512700000000001,-3.03916,-2.0135025,97.6721,0.0
Ankle_3Dgyroscop_X,23624.0,0.05736854770233406,1.1687543444481654,-11.1253,-0.064330525,0.01538765,0.364857,7.08506,0.0
Ankle_3Dgyroscop_Y,23624.0,-0.010317039836043942,0.8133874912778184,-5.0027,-0.07115547500000001,0.001918235,0.17899075,5.0841,0.0
Ankle_3Dgyroscop_Z,23624.0,0.02117151159576012,2.1551361959617537,-10.7618,-0.064323875,0.009386644999999999,0.43783700000000003,11.6454,0.0
Ankle_3Dmagnetometer_X,23624.0,-30.109883070365004,13.910621807999338,-94.6281,-40.957775,-32.84715,-18.574,71.4946,0.0
Ankle_3Dmagnetometer_Y,23624.0,9.115383913088358,19.859026196499496,-50.3398,-3.150085,9.33034,22.47205,82.1967,0.0
Ankle_3Dmagnetometer_Z,23624.0,16.186917817748064,16.133355270954635,-62.1553,5.188985,16.2198,25.862,105.928,0.0
