,count,mean,std,min,25%,50%,75%,max,miss
HeartRate,22659.0,102.94130367624344,27.84115214169492,60.0,84.0,96.0,113.0,176.0,0.0
Hand_Temperature,22659.0,32.30639591332363,2.006280380343033,27.9375,30.6875,33.4375,33.75,34.1875,0.0
Hand_3Dacceleration16_X,22659.0,-5.02768298022162,7.8351476188879925,-94.1359,-8.857255,-5.8302,-0.08513765000000001,60.9126,0.0
Hand_3Dacceleration16_Y,22659.0,4.838598147068778,9.431732084253339,-51.5646,1.426085,3.60057,6.9394849999999995,155.35399999999996,0.0
Hand_3Dacceleration16_Z,22659.0,3.551930432001893,4.704671337542606,-69.0935,1.0433849999999998,3.8933199999999997,6.6766950000000005,35.0631,0.0
Hand_3Dgyroscop_X,22659.0,0.014155621692380917,1.4532054645291022,-11.478,-0.4425665,-0.00899702,0.35946500000000003,17.9941,0.0
Hand_3Dgyroscop_Y,22659.0,0.05556551245797169,1.2001784764909398,-6.31877,-0.2593395,0.0051765,0.2903615,9.693999999999999,0.0
Hand_3Dgyroscop_Z,22659.0,0.004025481264953014,1.766994541460853,-12.8014,-0.3716065,-0.00608223,0.39706149999999996,11.6411,0.0
Hand_3Dmagnetometer_X,22659.0,21.915982683375706,18.75410948841474,-48.4905,9.87763,21.4853,35.675,83.1821,0.0
Hand_3Dmagnetometer_Y,22659.0,-15.691003839317736,22.19495869614537,-95.0334,-31.87405,-20.2972,-0.8828940000000001,64.0327,0.0
Hand_3Dmagnetometer_Z,22659.0,-25.240920432148,17.59547669267052,-94.1316,-39.50565,-23.9237,-12.9097,78.972,0.0
Chest_Temperature,22659.0,35.83517311002251,0.9659893970163688,33.125,35.5625,36.0625,36.5625,36.8125,0.0
Chest_3Dacceleration16_X,22659.0,0.4638288819638978,1.987353872200088,-14.3891,-0.424326,0.522896,1.2056,17.412,0.0
Chest_3Dacceleration16_Y,22659.0,8.251539711351331,5.13772400727024,-7.4836800000000006,6.15945,9.404530000000001,9.841995,40.1902,0.0
Chest_3Dacceleration16_Z,22659.0,-0.8443911234893171,4.374500876322366,-19.334,-2.7267650000000003,-0.78454,0.475433,12.4512,0.0
Chest_3Dgyroscop_X,22659.0,0.01083607487445256,0.48337388382813934,-3.4449300000000003,-0.119989,0.00499308,0.142141,4.54025,0.0
Chest_3Dgyroscop_Y,22659.0,0.028118443236421813,0.7331514193590821,-4.85947,-0.152169,0.00458357,0.21224700000000002,5.8224800000000005,0.0
Chest_3Dgyroscop_Z,22659.0,-0.03071882109463929,0.3089281375381866,-1.7697,-0.1412585,-0.0199986,0.07490345,1.85273,0.0
Chest_3Dmagnetometer_X,22659.0,4.599055904009892,15.472203217127673,-37.4774,-6.19278,2.02808,12.79835,51.9259,0.0
Chest_3Dmagnetometer_Y,22659.0,-28.574983012486715,17.150076647537084,-69.5907,-38.9069,-33.7168,-24.947249999999997,39.2248,0.0
Chest_3Dmagnetometer_Z,22659.0,1.83136805967122,19.348120993518524,-36.8643,-11.972999999999999,-3.42195,17.0104,75.5253,0.0
Ankle_Temperature,22659.0,34.72315911999647,0.39055081547910026,33.8125,34.5625,34.8125,35.0,35.1875,0.0
Ankle_3Dacceleration16_X,22659.0,9.541200896779646,7.052912567638212,-69.6068,8.65924,9.57417,10.35,154.643,0.0
Ankle_3Dacceleration16_Y,22659.0,0.09701481481415611,7.999829374238949,-97.7721,-1.848045,-0.504254,1.5174699999999999,105.57700000000001,0.0
Ankle_3Dacceleration16_Z,22659.0,-2.5746439104090393,4.065932041445488,-112.689,-3.4312300000000002,-2.61732,-1.42665,90.98899999999999,0.0
Ankle_3Dgyroscop_X,22659.0,0.0177725055178403,1.2663896738761398,-8.357669999999999,-0.23701899999999998,0.00577885,0.13071149999999998,12.6285,0.0
Ankle_3Dgyroscop_Y,22659.0,-0.040079402583740535,0.49536482160020884,-6.23404,-0.10159099999999999,-0.0034944000000000004,0.08788175000000001,4.50093,0.0
Ankle_3Dgyroscop_Z,22659.0,0.003228560549221082,2.1426919285011388,-10.5424,-0.680458,-0.00436917,0.08097984999999999,9.53778,0.0
Ankle_3Dmagnetometer_X,22659.0,-30.415248807593247,13.677552513610578,-99.9824,-39.873999999999995,-33.3381,-18.4282,80.1271,0.0
Ankle_3Dmagnetometer_Y,22659.0,1.4769641836078629,20.017823439338166,-79.1814,-11.48325,1.4713100000000001,18.73005,88.729,0.0
Ankle_3Dmagnetometer_Z,22659.0,18.89802547211428,19.378344299055083,-63.8805,4.461715,19.0361,37.2915,110.147,0.0
