,count,mean,std,min,25%,50%,75%,max,miss
HeartRate,21055.0,96.32210876276419,24.11473108819582,60.0,75.0,96.0,117.0,152.0,0.0
Hand_Temperature,21055.0,32.946770363334124,0.9543238257090939,30.1875,32.8125,33.0,33.625,34.25,0.0
Hand_3Dacceleration16_X,21055.0,-5.380339106336827,4.654791423417877,-36.4495,-9.119335,-5.64259,-1.74952,31.0544,0.0
Hand_3Dacceleration16_Y,21055.0,4.342378391828401,5.446818739635885,-35.60800000000001,2.3021000000000003,3.84271,5.86262,155.192,0.0
Hand_3Dacceleration16_Z,21055.0,3.8876366104278834,3.8716622697400336,-17.8361,1.07186,2.84328,7.756535,53.9052,0.0
Hand_3Dgyroscop_X,21055.0,-0.008899552276409404,0.9043034049051294,-13.1846,-0.26309649999999996,-0.00333497,0.2224845,11.3402,0.0
Hand_3Dgyroscop_Y,21055.0,0.014298123939305175,0.5457278223061491,-7.74335,-0.1668585,0.00230749,0.18591049999999998,6.36735,0.0
Hand_3Dgyroscop_Z,21055.0,0.013244714784530261,1.1289601586615345,-7.5693100000000015,-0.2868755,-0.00629526,0.26434199999999997,6.8440199999999995,0.0
Hand_3Dmagnetometer_X,21055.0,22.462051771388726,22.30274848088793,-46.9466,4.23188,27.6528,41.02365,137.537,0.0
Hand_3Dmagnetometer_Y,21055.0,-13.932463347991884,20.654468913657947,-105.587,-29.07275,-16.0497,1.5921750000000001,48.0986,0.0
Hand_3Dmagnetometer_Z,21055.0,-22.81545909264311,18.576180931500375,-86.0871,-33.9151,-22.0707,-9.286235,59.9062,0.0
Chest_Temperature,21055.0,36.759593920683926,1.5364545700541756,32.5625,35.875,37.4375,37.8125,38.375,0.0
Chest_3Dacceleration16_X,21055.0,0.4309028184965094,1.6168608285055894,-8.37332,-0.31618650000000004,0.633825,1.26634,12.1632,0.0
Chest_3Dacceleration16_Y,21055.0,8.514940107367929,3.451280292242823,-3.83576,7.015935,9.41375,9.83286,43.3353,0.0
Chest_3Dacceleration16_Z,21055.0,-0.8272213167351462,4.333840597493137,-22.4664,-3.0651900000000003,-1.0155299999999998,0.347825,13.5681,0.0
Chest_3Dgyroscop_X,21055.0,0.0060277037949009555,0.30322679478232384,-2.41736,-0.074273,0.00769634,0.10773350000000001,3.58359,0.0
Chest_3Dgyroscop_Y,21055.0,0.015383953942484384,0.431124169346122,-4.76604,-0.106117,-0.000335943,0.145862,3.11901,0.0
Chest_3Dgyroscop_Z,21055.0,-0.028279080557161183,0.24077981940825827,-1.67697,-0.11371099999999999,-0.0177092,0.06596275,1.4419,0.0
Chest_3Dmagnetometer_X,21055.0,4.938958316433137,15.636928209894705,-57.8968,-4.320635000000001,1.66258,12.48165,54.0499,0.0
Chest_3Dmagnetometer_Y,21055.0,-30.939194307767202,14.602064822931782,-68.0283,-38.855000000000004,-35.4585,-26.3793,9.52213,0.0
Chest_3Dmagnetometer_Z,21055.0,2.2901759892899425,19.693277175951494,-35.3185,-10.267949999999999,0.506223,16.342799999999997,67.179,0.0
Ankle_Temperature,21055.0,32.233035502255994,0.6927858094099927,30.0,32.125,32.375,32.6875,33.1875,0.0
Ankle_3Dacceleration16_X,21055.0,9.112900541544546,6.759217558929114,-56.8597,8.65039,9.338389999999999,10.16835,155.29399999999995,0.0
Ankle_3Dacceleration16_Y,21055.0,-0.4813000459351675,8.089740517086959,-151.94299999999996,-1.852115,-0.5667989999999999,0.8853725000000001,105.685,0.0
Ankle_3Dacceleration16_Z,21055.0,-3.698480127511403,3.816450012657586,-94.5424,-4.67874,-3.65834,-2.42108,79.5043,0.0
Ankle_3Dgyroscop_X,21055.0,0.014250056577537907,1.2016436067525875,-9.98362,-0.30219850000000004,0.00361414,0.11711250000000001,10.4923,0.0
Ankle_3Dgyroscop_Y,21055.0,-0.046297055883500804,0.6898360537981353,-4.97915,-0.05501515,-0.0004952169999999999,0.19422,3.46275,0.0
Ankle_3Dgyroscop_Z,21055.0,-0.010828802369062892,1.9051185671519903,-10.1836,-0.5602210000000001,-0.00514129,0.06170824999999999,8.308760000000001,0.0
Ankle_3Dmagnetometer_X,21055.0,-26.490458133095856,17.434855950423668,-98.4661,-38.498599999999996,-30.1662,-12.436499999999999,56.1732,0.0
Ankle_3Dmagnetometer_Y,21055.0,0.19249975093982968,19.569285034638202,-66.5045,-10.8397,-2.6179,15.65185,66.347,0.0
Ankle_3Dmagnetometer_Z,21055.0,18.835386690206775,18.59469909581772,-56.6571,5.849489999999999,14.0522,34.310649999999995,74.2597,0.0
